pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FT,5/4/19,93,-2.27,5.5,"Darvish, Yu",451594,506433,,ball,,,,,11,Dexter Fowler walks.,R,L,R,CHC,STL,B,,,1,0,2019,-1.05,0.87,-1.75,3.74,,500874,,1,4,Top,,,,,543089,,,3.643870964,-135.4517256,-0.639287751,-13.77024299,28.9320973,-21.54699767,3.58,1.8,,,,93.3,2492,6.4,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.12,,,,,,,,28,2,2-Seam Fastball,1,2,2,1,2,1,2,1,Infield shift,Standard,230,0,0.055
FC,5/4/19,86,-2.25,5.54,"Darvish, Yu",451594,506433,,ball,,,,,14,Dexter Fowler walks.,R,L,R,CHC,STL,B,,,0,0,2019,0.62,-0.22,0.9,1.8,,500874,,1,4,Top,,,,,543089,,,6.165236964,-125.1376702,-2.280235417,5.363186643,20.51021615,-34.29084532,3.55,1.75,,,,85.4,,5.5,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,55.03,,,,,,,,28,1,Cutter,1,2,2,1,2,1,2,1,Infield shift,Standard,71,0,0.046
FC,5/4/19,87.9,-2.1,5.58,"Darvish, Yu",425877,506433,field_out,hit_into_play,,,,,9,"Yadier Molina grounds out softly, pitcher Yu Darvish to first baseman Anthony Rizzo.",R,R,R,CHC,STL,X,1,ground_ball,0,1,2019,0.64,0.12,0.5,1.88,,500874,,0,4,Top,126.57,187.58,,,543089,,,4.962339469,-128.0994472,-3.228678133,6.204130896,20.85369725,-30.48355909,3.37,1.59,,82.9,-21,87.8,,5.7,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.8,0.073,0.066,0,1,0,0,2,27,2,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,101,0.043,-0.246
FT,5/4/19,92.8,-2.02,5.62,"Darvish, Yu",425877,506433,,called_strike,,,,,8,"Yadier Molina grounds out softly, pitcher Yu Darvish to first baseman Anthony Rizzo.",R,R,R,CHC,STL,S,,,0,0,2019,-1.02,0.69,0.17,2.07,,500874,,0,4,Top,,,,,543089,,,7.944773614,-135.0206377,-4.954754234,-14.28632605,26.04397514,-22.67863516,3.68,1.79,,,,94.2,2255,6.9,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.64,,,,,,,,27,1,2-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,236,0,-0.064
FT,5/4/19,94,-2.03,5.64,"Darvish, Yu",500874,506433,double,hit_into_play,,,,,2,Jose Martinez hits a ground-rule double (7) on a fly ball to right field.,R,R,R,CHC,STL,X,,fly_ball,0,0,2019,-0.88,0.88,0.16,3.4,,,,0,4,Top,211,101.05,,,543089,,,7.709509571,-136.8514522,-2.112744725,-12.78929267,26.57896092,-20.69664843,3.67,1.79,305,96.3,40,95.2,2560,6.7,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.82,0.093,0.153,1.25,1,1,1,3,26,1,2-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,225,-0.063,0.638
SL,5/4/19,86.7,-2.34,5.39,"Darvish, Yu",542303,506433,strikeout,swinging_strike,,,,,14,Marcell Ozuna strikes out swinging.,R,R,R,CHC,STL,S,2,,1,2,2019,1.45,0.62,1.58,1.64,,657557,,2,3,Top,,,,,543089,,,6.39411917,-126.024662,-3.964832141,13.85567258,25.86646834,-25.14422898,3.58,1.66,,,,85.9,2894,5.8,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.67,,,0,1,0,0,,21,5,Slider,1,2,2,1,2,1,2,1,Standard,Standard,113,0.033,-0.241
FC,5/4/19,90.8,-1.98,5.51,"Darvish, Yu",542303,506433,,ball,,,,,14,Marcell Ozuna strikes out swinging.,R,R,R,CHC,STL,B,,,0,2,2019,0.25,0.48,2,0.55,,,657557,2,3,Top,,,,,543089,,,9.400190336,-131.9226647,-7.581173652,1.311492655,22.99884498,-25.37241336,3.13,1.57,,,,91,2787,6.1,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.39,,,,,,,,21,4,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,153,-0.01,0.021
FF,5/4/19,97.7,-1.94,5.59,"Darvish, Yu",542303,506433,,foul,,,,,2,Marcell Ozuna strikes out swinging.,R,R,R,CHC,STL,S,,,0,2,2019,-0.76,1.63,0.25,3.25,,,657557,2,3,Top,,,,,543089,,,7.704105019,-141.9520818,-4.564190585,-12.23971494,35.2148812,-9.175423517,3.35,1.61,,,,97.7,2729,6.5,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.96,,,,,,,,21,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,205,0,0
SL,5/4/19,86.1,-2.26,5.4,"Darvish, Yu",542303,506433,,swinging_strike,,,,,14,Marcell Ozuna strikes out swinging.,R,R,R,CHC,STL,S,,,0,1,2019,1.16,0.46,1.36,1.94,,,657557,2,3,Top,,,,,543089,,,6.210226398,-125.0639795,-2.785717628,10.49233918,26.77465634,-27.13648328,3.35,1.61,,,,84.7,2902,5.6,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.87,,,,,,,,21,2,Slider,1,2,2,1,2,1,2,1,Standard,Standard,112,0,-0.064
FC,5/4/19,87.6,-2.19,5.46,"Darvish, Yu",542303,506433,,foul,,,,,13,Marcell Ozuna strikes out swinging.,R,R,R,CHC,STL,S,,,0,0,2019,0.62,-0.13,-0.07,1.37,,,657557,2,3,Top,,,,,543089,,,3.830139803,-127.5659734,-3.543537338,6.095728406,22.92860184,-33.14320195,3.35,1.61,,,,87.8,,6.1,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.43,,,,,,,,21,1,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,79,0,-0.041
FT,5/4/19,95.6,-2.27,5.47,"Darvish, Yu",657557,506433,fielders_choice_out,hit_into_play,,,,,11,"Paul DeJong reaches on a fielder's choice out, third baseman David Bote to catcher Taylor Davis.   Matt Carpenter out at home.",R,R,R,CHC,STL,X,5,ground_ball,2,0,2019,-1.29,0.84,-0.83,2.82,572761,,,1,3,Top,110.83,173.65,,,543089,,,6.722348746,-139.055973,-3.247989974,-18.28294358,31.22008572,-20.78484272,3.4,1.59,9,80.5,-17,95.7,2594,6.4,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.11,0.067,0.066,0,1,0,0,2,20,3,2-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,237,0.075,-0.386
FT,5/4/19,96.1,-2.29,5.44,"Darvish, Yu",657557,506433,,ball,,,,,13,"Paul DeJong reaches on a fielder's choice out, third baseman David Bote to catcher Taylor Davis.   Matt Carpenter out at home.",R,R,R,CHC,STL,B,,,1,0,2019,-1.12,0.74,-0.03,0.9,572761,,,1,3,Top,,,,,543089,,,8.546009422,-139.5683223,-8.133866815,-16.58406393,30.27750738,-20.87932628,3.46,1.6,,,,96.4,2640,6.5,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.99,,,,,,,,20,2,2-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,236,0,0.059
FT,5/4/19,95.9,-2.25,5.41,"Darvish, Yu",657557,506433,,ball,,,,,14,"Paul DeJong reaches on a fielder's choice out, third baseman David Bote to catcher Taylor Davis.   Matt Carpenter out at home.",R,R,R,CHC,STL,B,,,0,0,2019,-1.07,0.67,1.11,1.54,572761,,,1,3,Top,,,,,543089,,,11.28430553,-139.123692,-6.120545284,-16.42386363,31.12882059,-22.27666012,3.48,1.6,,,,95.9,2675,6.5,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.03,,,,,,,,20,1,2-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,238,0,0.034
FT,5/4/19,92.8,-2.17,5.54,"Darvish, Yu",502671,506433,strikeout,swinging_strike,,,,,7,Paul Goldschmidt strikes out swinging.,R,R,R,CHC,STL,S,2,,2,2,2019,-0.82,0.26,-0.79,1.63,572761,,,0,3,Top,,,,,543089,,,5.301679206,-135.0859175,-4.806566197,-11.12266366,27.72753565,-28.2661431,3.45,1.67,,,,92.7,1950,6.1,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.43,,,0,1,0,0,,19,5,2-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,252,0.037,-0.37
FT,5/4/19,92.6,-2.03,5.53,"Darvish, Yu",502671,506433,,blocked_ball,,,,,14,Paul Goldschmidt strikes out swinging.,R,R,R,CHC,STL,B,,,1,2,2019,-1.14,0.54,0.62,0.34,572761,,,0,3,Top,,,,,543089,,,9.291272425,-134.3847803,-8.678081153,-15.81377652,26.91720123,-24.0086691,3.46,1.68,,,,93.1,1845,6.6,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.91,,,,,,,,19,4,2-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,245,0,0.046
FT,5/4/19,95.3,-2.2,5.51,"Darvish, Yu",502671,506433,,swinging_strike,,,,,1,Paul Goldschmidt strikes out swinging.,R,R,R,CHC,STL,S,,,1,1,2019,-0.93,0.87,-0.53,2.96,572761,,,0,3,Top,,,,,543089,,,6.532293061,-138.6880314,-3.063623048,-13.49278481,29.81565763,-20.37180709,3.45,1.67,,,,96,2672,6.6,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.91,,,,,,,,19,3,2-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,227,0,-0.099
SL,5/4/19,86.7,-2.17,5.55,"Darvish, Yu",502671,506433,,ball,,,,,14,Paul Goldschmidt strikes out swinging.,R,R,R,CHC,STL,B,,,0,1,2019,1.3,0.6,0.99,1.77,,572761,,0,3,Top,,,,,543089,,,4.907758555,-126.1726681,-4.016652119,12.6789896,27.03310102,-25.17238684,3.37,1.63,,,,86.4,2961,6.2,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.31,,,,,,,,19,2,Slider,1,2,2,1,2,1,2,1,Standard,Standard,115,-0.028,0.017
SL,5/4/19,85.9,-2.2,5.52,"Darvish, Yu",502671,506433,,called_strike,,,,,4,Paul Goldschmidt strikes out swinging.,R,R,R,CHC,STL,S,,,0,0,2019,1.03,0.56,-0.51,2.31,,572761,,0,3,Top,,,,,543089,,,1.927058135,-125.1514043,-2.497688525,10.41883743,25.23669924,-26.01294786,3.48,1.75,,,,85.9,2798,6.2,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.27,,,,,,,,19,1,Slider,1,2,2,1,2,1,2,1,Standard,Standard,119,0,-0.064
FT,5/4/19,96.3,-2.31,5.46,"Darvish, Yu",572761,506433,double,hit_into_play,,,,,13,"Matt Carpenter doubles (6) on a line drive to left fielder Kyle Schwarber, deflected by center fielder Albert Almora.   Michael Wacha scores.",R,L,R,CHC,STL,X,8,line_drive,3,2,2019,-1.2,0.75,-0.98,2.06,,608379,,0,3,Top,122.74,86.38,,,543089,,,6.272091098,-140.183147,-5.189349795,-17.26426273,30.17953704,-21.3904057,3.44,1.7,269,89.4,16,96.6,2548,6.4,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.14,0.833,0.784,1.25,1,1,1,4,18,6,2-Seam Fastball,1,1,1,1,2,1,2,1,Infield shift,Standard,238,-0.108,0.969
FC,5/4/19,86.8,-2.3,5.4,"Darvish, Yu",572761,506433,,blocked_ball,,,,,14,"Matt Carpenter doubles (6) on a line drive to left fielder Kyle Schwarber, deflected by center fielder Albert Almora.   Michael Wacha scores.",R,L,R,CHC,STL,B,,,2,2,2019,0.96,0.42,1.08,0.79,,608379,,0,3,Top,,,,,543089,,,6.116184951,-126.1307855,-5.602495913,8.741354932,26.78640539,-26.82646973,3.47,1.87,,,,85.9,2928,5.9,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.58,,,,,,,,18,5,Cutter,1,1,1,1,1,1,1,1,Infield shift,Standard,114,0,0.111
FT,5/4/19,94.8,-2.19,5.62,"Darvish, Yu",572761,506433,,ball,,,,,14,"Matt Carpenter doubles (6) on a line drive to left fielder Kyle Schwarber, deflected by center fielder Albert Almora.   Michael Wacha scores.",R,L,R,CHC,STL,B,,,1,2,2019,-0.64,0.37,0.67,0.98,,608379,,0,3,Top,,,,,543089,,,8.790821231,-137.7239315,-7.254749388,-9.841945552,26.70389565,-26.36057841,3.57,1.92,,,,94.4,1985,5.9,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.63,,,,,,,,18,4,2-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,240,0,0.057
FT,5/4/19,96.7,-2.2,5.54,"Darvish, Yu",572761,506433,,called_strike,,,,,1,"Matt Carpenter doubles (6) on a line drive to left fielder Kyle Schwarber, deflected by center fielder Albert Almora.   Michael Wacha scores.",R,L,R,CHC,STL,S,,,1,1,2019,-1.11,0.82,-0.49,3.16,,608379,,0,3,Top,,,,,543089,,,7.159109799,-140.7396876,-2.715929212,-16.50748072,29.91877406,-20.75484615,3.64,1.92,,,,97.4,2601,6.6,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.94,,,,,,,,18,3,2-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,234,0,-0.101
FT,5/4/19,95.3,-2.21,5.5,"Darvish, Yu",572761,506433,,foul,,,,,7,"Matt Carpenter doubles (6) on a line drive to left fielder Kyle Schwarber, deflected by center fielder Albert Almora.   Michael Wacha scores.",R,L,R,CHC,STL,S,,,1,0,2019,-1.15,0.95,-0.72,1.9,,608379,,0,3,Top,,,,,543089,,,6.593486707,-138.7678496,-6.076050149,-16.47182712,28.30088336,-18.59843102,3.44,1.7,,,,96.4,2599,6.7,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.81,,,,,,,,18,2,2-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,230,0,-0.084
FT,5/4/19,94.6,-2.17,5.58,"Darvish, Yu",572761,506433,,ball,,,,,11,"Matt Carpenter doubles (6) on a line drive to left fielder Kyle Schwarber, deflected by center fielder Albert Almora.   Michael Wacha scores.",R,L,R,CHC,STL,B,,,0,0,2019,-1.1,0.98,-1.58,3.26,,608379,,0,3,Top,,,,,543089,,,4.033933231,-137.8081962,-2.625006844,-15.06770625,29.76885575,-19.11224512,3.57,1.83,,,,95.4,2545,6.6,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.88,,,,,,,,18,1,2-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,228,0,0.037
FT,5/4/19,92.3,-2.12,5.57,"Darvish, Yu",608379,506433,double,hit_into_play,,,,,1,Michael Wacha doubles (1) on a ground ball to left fielder Kyle Schwarber.,R,R,R,CHC,STL,X,7,ground_ball,3,1,2019,-1.15,1.06,-0.72,3.15,,,,0,3,Top,64.19,151.24,,,543089,,,6.172528435,-134.3648167,-2.708913386,-15.46439003,29.82273988,-18.71268907,3.42,1.69,5,73,-34,93.2,2533,6.9,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.65,0.06,0.062,1.25,1,1,1,2,17,5,2-Seam Fastball,1,1,1,1,1,1,1,1,Strategic,Standard,227,-0.069,0.475
FT,5/4/19,92,-2.09,5.7,"Darvish, Yu",608379,506433,,ball,,,,,11,Michael Wacha doubles (1) on a ground ball to left fielder Kyle Schwarber.,R,R,R,CHC,STL,B,,,2,1,2019,-0.76,1,-1.41,4.05,,,,0,3,Top,,,,,543089,,,3.357110417,-133.9604582,-0.529585018,-9.840132144,28.34292704,-20.30189168,3.45,1.72,,,,91.9,2597,6.1,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.36,,,,,,,,17,4,2-Seam Fastball,1,1,1,1,1,1,1,1,Strategic,Standard,217,0,0.121
FT,5/4/19,91.7,-2.12,5.67,"Darvish, Yu",608379,506433,,called_strike,,,,,2,Michael Wacha doubles (1) on a ground ball to left fielder Kyle Schwarber.,R,R,R,CHC,STL,S,,,2,0,2019,-0.77,0.91,0.06,3.18,,,,0,3,Top,,,,,543089,,,7.205622257,-133.3982268,-2.403647804,-10.74580019,28.08538138,-20.92676302,3.43,1.7,,,,92,2568,6.4,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.06,,,,,,,,17,3,2-Seam Fastball,1,1,1,1,1,1,1,1,Strategic,Standard,220,0,-0.063
FT,5/4/19,92.1,-2.08,5.59,"Darvish, Yu",608379,506433,,ball,,,,,11,Michael Wacha doubles (1) on a ground ball to left fielder Kyle Schwarber.,R,R,R,CHC,STL,B,,,1,0,2019,-1.02,0.9,-0.18,4.29,,,,0,3,Top,,,,,543089,,,7.057546106,-133.9734056,0.577884282,-13.85775815,28.53899194,-21.68789198,3.43,1.7,,,,92.3,2542,6.4,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.13,,,,,,,,17,2,2-Seam Fastball,1,1,1,1,1,1,1,1,Strategic,Standard,229,0,0.068
FT,5/4/19,91.3,-1.98,5.61,"Darvish, Yu",608379,506433,,ball,,,,,14,Michael Wacha doubles (1) on a ground ball to left fielder Kyle Schwarber.,R,R,R,CHC,STL,B,,,0,0,2019,-1.19,0.77,0.19,1.39,,,,0,3,Top,,,,,543089,,,8.115853202,-132.6809673,-6.424528628,-15.97471363,28.42476594,-21.82432804,3.38,1.65,,,,91.9,2469,6.7,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.75,,,,,,,,17,1,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,237,0,0.037
FT,5/4/19,94.3,-2.21,5.54,"Darvish, Yu",543939,506433,field_out,hit_into_play,,,,,5,"Kolten Wong grounds out, second baseman Daniel Descalso to first baseman Anthony Rizzo.",R,L,R,CHC,STL,X,4,ground_ball,1,0,2019,-1.08,0.88,0.14,2.87,,,,2,2,Top,151.41,152.45,,,543089,,,8.469287979,-137.1479104,-3.238625578,-15.33491946,27.73375744,-20.51076809,3.47,1.59,34,89.3,-2,94.6,2636,6.3,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.22,0.293,0.282,0,1,0,0,2,13,2,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,230,0.01,-0.13
FT,5/4/19,93,-2.17,5.53,"Darvish, Yu",543939,506433,,ball,,,,,13,"Kolten Wong grounds out, second baseman Daniel Descalso to first baseman Anthony Rizzo.",R,L,R,CHC,STL,B,,,0,0,2019,-1.06,0.85,-1.22,2.21,,,,2,2,Top,,,,,543089,,,4.757635612,-135.3817323,-4.614674432,-14.09327532,27.76238326,-20.96956798,3.25,1.56,,,,93.3,2519,6.3,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.18,,,,,,,,13,1,2-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,231,0,0.015
FT,5/4/19,97,-2.35,5.51,"Darvish, Yu",451594,506433,strikeout,foul_tip,,,,,4,Dexter Fowler strikes out on a foul tip.,R,L,R,CHC,STL,S,2,,2,2,2019,-1.25,0.51,-0.82,2.28,,,,1,2,Top,,,,,543089,,,6.962153463,-141.1226675,-4.290275032,-18.35970801,32.11032566,-24.53642465,3.1,1.48,,,,97.3,2562,6.5,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.03,,,0,1,0,0,,12,6,2-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,248,0.017,-0.156
FC,5/4/19,86.3,-2.22,5.56,"Darvish, Yu",451594,506433,,foul,,,,,13,Dexter Fowler strikes out on a foul tip.,R,L,R,CHC,STL,S,,,2,2,2019,0.53,0.01,-0.91,2.51,,,,1,2,Top,,,,,543089,,,2.045119173,-125.7690562,-1.153777623,5.277539295,21.06881167,-32.07128129,3.52,1.72,101,71.9,11,86.3,2543,5.8,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.7,,,,,,,,12,5,Cutter,1,1,1,1,1,1,1,1,Infield shift,Standard,91,0,0
FT,5/4/19,92.2,-2.19,5.54,"Darvish, Yu",451594,506433,,ball,,,,,13,Dexter Fowler strikes out on a foul tip.,R,L,R,CHC,STL,B,,,1,2,2019,-0.86,0.39,-0.67,-0.03,,,,1,2,Top,,,,,543089,,,5.74216051,-133.9970507,-9.256977394,-11.57328,25.8240469,-25.84965101,3.58,1.77,,,,92.8,1836,6.5,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54,,,,,,,,12,4,2-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,246,0,0.031
FC,5/4/19,89.5,-2.17,5.58,"Darvish, Yu",451594,506433,,ball,,,,,14,Dexter Fowler strikes out on a foul tip.,R,L,R,CHC,STL,B,,,0,2,2019,0.28,0.32,0.9,0.71,,,,1,2,Top,,,,,543089,,,6.909116897,-130.0164436,-6.636756946,1.801450666,24.39737862,-27.56649608,3.65,1.8,,,,88.7,,5.7,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.84,,,,,,,,12,3,Cutter,1,1,1,1,1,1,1,1,Infield shift,Standard,139,0,0.019
FT,5/4/19,90.7,-2.11,5.61,"Darvish, Yu",451594,506433,,foul,,,,,7,Dexter Fowler strikes out on a foul tip.,R,L,R,CHC,STL,S,,,0,1,2019,-1.15,0.35,-0.5,2.13,,,,1,2,Top,,,,,543089,,,6.426515935,-132.0403167,-3.576610608,-14.62980581,24.20035897,-27.65253838,3.52,1.72,,,,90.9,2005,6.1,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.43,,,,,,,,12,2,2-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,253,0,-0.041
FT,5/4/19,94.5,-2.05,5.63,"Darvish, Yu",451594,506433,,called_strike,,,,,4,Dexter Fowler strikes out on a foul tip.,R,L,R,CHC,STL,S,,,0,0,2019,-1.18,0.7,-0.32,2.32,,,,1,2,Top,,,,,543089,,,7.166699338,-137.5351785,-4.563643703,-16.57485601,28.56858138,-22.40360282,3.48,1.73,,,,95.1,2449,6.5,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.99,,,,,,,,12,1,2-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,239,0,-0.03
FF,5/4/19,92.3,-2.08,5.67,"Darvish, Yu",425877,506433,field_out,hit_into_play,,,,,9,"Yadier Molina grounds out, shortstop Javier Baez to first baseman Anthony Rizzo.",R,R,R,CHC,STL,X,6,ground_ball,0,0,2019,-0.73,1.05,0.56,2.18,,,,0,2,Top,112.04,155.48,,,543089,,,8.294075393,-134.1022921,-5.306995417,-10.54619514,27.38566355,-18.70206393,3.52,1.72,6,66,-21,92.2,2571,6.2,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.3,0.04,0.037,0,1,0,0,2,11,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,215,0.023,-0.248
FT,5/4/19,93,-1.94,5.76,"Darvish, Yu",500874,506433,home_run,hit_into_play,,,,,1,Jose Martinez homers (2) on a fly ball to center field.,R,R,R,CHC,STL,X,,fly_ball,0,0,2019,-0.95,0.88,-0.33,3.12,,,,0,2,Top,94.78,14.68,,,543089,,,6.272578566,-135.4785135,-3.017326881,-13.09365023,27.01330684,-20.69365005,3.68,1.8,440,110.8,25,94,2291,6.6,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.9,1,1.936,2,1,0,3,6,10,1,2-Seam Fastball,1,0,0,1,1,1,1,1,Standard,Standard,227,-0.108,1
FT,5/4/19,90.7,-1.99,5.54,"Darvish, Yu",542303,506433,strikeout,swinging_strike,,,,,8,Marcell Ozuna strikes out swinging.,R,R,R,CHC,STL,S,2,,0,2,2019,-1.38,0.68,-0.21,1.67,,657557,,2,1,Top,,,,,543089,,,7.53126488,-132.0349513,-5.302016626,-18.00621805,27.08454687,-23.15979045,3.35,1.61,,,,91.9,1662,6.9,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.58,,,0,1,0,0,,4,3,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,244,0.032,-0.222
FC,5/4/19,86.2,-2.26,5.44,"Darvish, Yu",542303,506433,,called_strike,,,,,8,Marcell Ozuna strikes out swinging.,R,R,R,CHC,STL,S,,,0,1,2019,0.76,0.53,-0.16,2.09,,,657557,2,1,Top,,,,,543089,,,3.472311857,-125.5703353,-2.831344381,7.266358611,24.82443186,-26.27451078,3.52,1.73,,,,86.1,2801,6.1,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.37,,,,,,,,4,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,125,-0.01,-0.064
FC,5/4/19,85.9,-2.21,5.52,"Darvish, Yu",542303,506433,,swinging_strike,,,,,9,Marcell Ozuna strikes out swinging.,R,R,R,CHC,STL,S,,,0,0,2019,0.61,-0.32,0.82,1.68,,,657557,2,1,Top,,,,,543089,,,5.891053309,-125.0008435,-2.22464639,5.217743912,23.47326275,-35.3122746,3.35,1.61,,,,85.2,2808,5.7,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.79,,,,,,,,4,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,62,0,-0.041
FT,5/4/19,96,-2.22,5.42,"Darvish, Yu",657557,506433,walk,blocked_ball,,,,,14,Paul DeJong walks.,R,R,R,CHC,STL,B,,,3,1,2019,-1.11,0.83,1.34,-0.37,,,,2,1,Top,,,,,543089,,,11.89751772,-138.9927472,-11.57154331,-16.90490114,28.47521875,-19.18571132,3.5,1.6,,,,96,2513,6.4,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.11,,,0.7,1,0,0,,3,5,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,233,-0.012,0.072
FT,5/4/19,94.3,-2.27,5.45,"Darvish, Yu",657557,506433,,ball,,,,,14,Paul DeJong walks.,R,R,R,CHC,STL,B,,,2,1,2019,-1.23,0.85,0.54,1.43,,,,2,1,Top,,,,,543089,,,10.00893568,-136.873221,-6.626192922,-17.53561252,28.46016579,-20.29833684,3.41,1.6,,,,94.4,2534,6.3,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,54.16,,,,,,,,3,4,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,235,0,0.04
FT,5/4/19,95.1,-2.06,5.55,"Darvish, Yu",657557,506433,,ball,,,,,11,Paul DeJong walks.,R,R,R,CHC,STL,B,,,1,1,2019,-1.02,0.87,-0.23,3.88,,,,2,1,Top,,,,,543089,,,7.190024797,-138.6039,-0.783304162,-14.87759775,26.83975585,-20.7573001,3.41,1.6,,,,96.5,2578,6.7,565137,506433,543089,519203,518614,623520,595879,656941,546991,592178,53.79,,,,,,,,3,3,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,230,0,0.024
